question,engaging
"how many kids in these pictures , and how many baby boy are there?",1
what types of games do you play as kids?,1
was there any special occasion for everybody coming together?,1
would you let your small child hold your infant baby?,1
how many kids are their in your entire family right now?,1
what do women and gents wear on their heads and chests?,1
do you go see a parade with your family and friends?,1
what would you wear if you were in this parade?,1
how do spend time with your family? how do you celebrate?,1
what would you like to see in this parade?,1
do you have to cook and serve the family?,1
how many people participated in the cheses game?,1
what is the tin set ready for? for what ceremony?,1
what meals are the chefs preparing for these guests?,1
what would you like to buy for your own baby?,1
why do the two kiss the baby togethe?,1
why does this type of event have more fun?,1
what is your favorite time of year to celebrate and why?,1
when did you last visit an art museum?,1
why do these people like to create the toys?,1
why do these people like to join this night time party?,1
what's the most amount of people you've hosted in your home?,1
what are the most you have ever drunk at a party?,1
what is the most amount of drinks you've had at a house party?,1
what to say to motivate a runner?,1
why are so many people running there?,1
"how cute, how old is the little princess?",1
what types of parties did you enjoy going to as a ki?,1
did the woman who owned the boat get nervous about the fireworks possibly burning her boat down?,1
what would you like to do if you had a balcony?,1
what festival is held there? what are they doing?,1
have you enjoyed christmas party with your friends?,1
why are married couples kissing each other?,1
what would you like to do at your wedding?,1
please take a look at these photos and tell me how it makes you fee?,1
"where these photos taken in a park, or in an actual forest?",1
do you dress up when attending conventions?,1
why does the man with sunglasses look so happy?,1
do you think this scene is calming?,1
do you think these photos were all taken at sunrise or sunset?,1
what kind of fruit is mixed? how is it?,1
what is your favorite kind of fish to eat?,1
where did the parents take the baby before going to the small dinner event?,1
what are they doing with that little baby?,1
can you guess what country this is??,1
where are the people standing for the photo?,1
is the house in the above pictures being sold?,1
would you like to live in this house?,1
do you take a taxi when in the city or an uber?,1
how do you feel about this sea?,1
how long did it take to make the dresses that are hanging?,1
how do you feel the above pictures of dressing shops?,1
have you seen a statue in your territory before ?,1
what is the name of the place ?,1
does your downtown area have trolley buses and do you ride them?,1
